"cnpj","nome_coop","auditorIndependente","mudou_auditor","situacao","uf","endereco_eletronico","segmento_prudencial","numeroAgencias","Ativo_Total","Patrimonio_Liquido","Despesas_Operacionais","Receitas_Operacionais","Depositos_totais","Caixa","Disponibilidades","Sobras","PECLD","Capital_social","Compensacao","Carteira_credito","Classificacao_carteira_credito","regiao","municipio","classe","criterio_de_associacao","categ_coop_sing","filiacao","big_four","data_inicio_atividades","idade_em_2022","total_de_cooperados","cooperados_pf","cooperados_pj","Passivo_Total"
9639338,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE PRAIA GRANDE E REGIÃO - SICOOB COOPERACE","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",1,12730047585,812951891,-412124860,500024710,2623526508,"911480,93",91235415,-11913207,-175978243,552014113,9013692855,1126601784,1126601784,"Sudeste","PRAIA GRANDE","Singular","Livre Admissão","Clássica","CCC ESTADO SP - CECRESP",0,"2008-06-04",14,2978,2148,830,12730047585
5841967,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.","D'AGOSTINI CONSULTORIA E AUDITORIA S/S",0,"Autorizada em Atividade","RS",NA,"S5",0,2219878648,329836305,-134628382,152341882,441380062,"23005,60",354964994,30323899,-182783059,28421034,1388935222,443486026,443486026,"Sul","SAPIRANGA","Singular","Atividade Profissional","Clássica",NA,0,"2003-08-22",19,386,290,96,2219878648
43438662,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ABRIL","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,2969318990,1063590691,-85854157,158125942,NA,"452,56",1334909,-98487441,-175789981,857923877,1704213219,859588071,859588071,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1972-10-09",50,1053,1053,0,2969318990
45068632,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,704449369,351872965,-31229942,32502169,NA,NA,25036680,531513,-3172512,326093851,335156368,296571120,296571120,"Sudeste","ATIBAIA","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1974-06-06",48,382,382,0,704449369
41146382,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA LTDA. -  COOPERLEGIS","IVANILDO ALVES MESSIAS",0,"Autorizada em Atividade","PB","www.cooperlegis.com.br","S5",0,521767825,226743283,-32248451,25788533,NA,NA,5873047,-6484683,-6277520,224277069,273070182,235158483,235158483,"Nordeste","JOAO PESSOA","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1993-02-01",29,NA,NA,NA,521767825
1288797,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,2043086911,1345535573,-59996436,76613942,NA,NA,106470374,43094420,-20610561,1189868058,615136724,535375999,535375999,"Sudeste","COTIA","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1996-06-28",26,649,649,0,2043086911
57038408,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA BOMBRIL","FABRICIO KOEKE",0,"Autorizada em Atividade","SP",NA,"S5",0,3128272398,1023929890,-55430714,76505695,NA,NA,41533582,43413044,-6394109,897951808,1956891955,820815268,820815268,"Sudeste","SAO BERNARDO DO CAMPO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1967-03-15",55,1577,1577,0,3128272398
68228006,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CARGILL","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP","www.cooperativacredito.com.br","S5",0,7088726626,3202199028,-288164871,372422720,463442569,NA,20096750,166463912,-150713433,2739202216,3105184308,2573891398,2573891398,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Clássica",NA,0,"1992-08-06",30,5000,5000,0,7088726626
48718183,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON - COOPERICSSON","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP","http://www.cooperativaericsson.com.br","S5",0,5852730726,2454159609,-126080104,109731276,NA,NA,84677778,52562496,-26698670,2054432795,3245395510,1126089237,1126089237,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1982-02-12",40,1555,1555,0,5852730726
57259525,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,1966146236,689334016,-63503261,62918611,NA,"210,53",46557006,18778076,-13949644,599511480,1238906992,583326967,583326967,"Sudeste","JABOTICABAL","Singular","Empregados ou Servidores","Clássica",NA,0,"1987-04-01",35,531,531,0,1966146236
731320,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN","MOORE PRISMA AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP","www.morlan.com.br","S5",0,1412586780,749557541,-32617056,56381172,NA,NA,10625640,41912651,-2806057,651607453,615287463,561209100,561209100,"Sudeste","ORLANDIA","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1995-07-26",27,778,778,0,1412586780
9128022,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NAKATA","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,1089610058,360944252,-20657060,19245567,NA,NA,14745672,11859323,-1790329,333092194,717269447,289278063,289278063,"Sudeste","OSASCO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"2007-10-02",15,248,248,0,1089610058
62562012,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLÉ - CREDI NESTLÉ","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP","https://www.nescred.com.br/","S5",0,11256592755,6993180940,-316710279,371922802,NA,"162,49",46330872,99679550,-69371682,6501945242,4112117850,3702616258,3702616258,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1969-09-19",53,9050,9050,0,11256592755
48172860,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,1381038665,522325117,-46686655,60656585,131316853,"21,48",22025125,34800991,-18702708,425437642,689854864,474044066,474044066,"Sudeste","RIO CLARO","Singular","Empregados ou Servidores","Clássica",NA,0,"1976-08-25",46,634,634,0,1381038665
72952138,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE","CONTROL AUDITORIA E CONTABILIDADE",0,"Autorizada em Atividade","SP",NA,"S5",0,755716432,305606026,-29480638,28343387,NA,NA,31227630,7855324,-9218516,279221995,429760004,174316422,174316422,"Sudeste","CERQUILHO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1993-10-21",29,903,903,0,755716432
67341487,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TETRA PAK","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,3922434244,2209051734,-101267467,156922809,NA,NA,3452941,123248972,-16462558,1870203776,1589555711,1173654303,1173654303,"Sudeste","MONTE MOR","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1991-12-12",31,923,923,0,3922434244
57440521,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO","CONTROL AUDITORIA E CONTABILIDADE",0,"Autorizada em Atividade","SP",NA,"S5",0,1819686229,855444825,-51299969,53742980,NA,"530,00",5969637,-2086329,-2772075,786525088,572350485,196338413,196338413,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1987-05-19",35,3524,3524,0,1819686229
2541707,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,604794334,195300767,-27315221,31570156,138077161,"195,23",13343442,15237015,-6119992,178935211,252730438,180019093,180019093,"Sudeste","SANTA GERTRUDES","Singular","Empregados ou Servidores","Clássica",NA,0,"1998-01-12",24,864,862,2,604794334
91018408,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES",0,"Autorizada em Atividade","RS",NA,"S5",0,740579375,417324033,-17643595,27961091,NA,NA,1181762,11051862,-2158442,390738060,305029650,275536006,275536006,"Sul","GRAVATAI","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1986-07-15",36,1362,1362,0,740579375
1504952,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO  COOPERMEL","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,1050349555,671798927,-49796289,42834277,NA,"203,85",63826,7011103,-9432140,632788412,370463557,327253005,327253005,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1996-10-04",26,789,789,0,1050349555
52046299,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,22909531956,8721158715,-393436812,582632830,NA,NA,4554934,410483448,-147229442,7474649522,13423414415,4669211015,4669211015,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1982-12-28",40,54556,54556,0,22909531956
88952130,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GERDAU - AÇOS FINOS PIRATINI","RAMIRES E CIA - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES",0,"Autorizada em Atividade","RS",NA,"S5",0,947600195,536349739,-28274322,31619881,NA,NA,8534407,14560163,-9753986,486572864,349397275,244580487,244580487,"Sul","CHARQUEADAS","Singular","Empregados ou Servidores","Clássica",NA,0,"1976-07-21",46,441,441,0,947600195
5548335,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO JAL LTDA.","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ",NA,"S5",0,4040084257,1480357887,-168744061,233381337,NA,"334,86",332840138,-86157557,-103595163,1085498125,2051945993,503558218,503558218,"Sudeste","SAO JOAO DE MERITI","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"2003-02-18",19,2575,2575,0,4040084257
44905255,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO LORENZETTI","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,1226219149,943401082,-31259552,26302546,NA,NA,9086608,19917127,-972289,874045107,212918583,194457855,194457855,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1980-10-30",42,3635,3635,0,1226219149
43182278,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO OWENS-ILLINOIS DO BRASIL","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,2829368231,1896557276,-97064292,76262063,NA,NA,651091,48558970,-19554595,1687218707,895928872,774570287,774570287,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1972-02-07",50,1493,1493,0,2829368231
75174953,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO VOTORANTIM LIMITADA.","GRUNITZKY - AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","PR",NA,"S5",0,247383760,133379375,-9419689,7986011,NA,"79,28",33431109,NA,-516700,125060897,110969331,102983320,102983320,"Sul","RIO BRANCO DO SUL","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1972-12-13",50,290,290,0,247383760
2115870,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS MUNICIPAIS DE ITAPIRA - CREDITA","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,2040513455,1011086242,-56157798,79222843,NA,NA,9414535,43936863,-6509749,926641190,961669126,877575032,877575032,"Sudeste","ITAPIRA","Singular","Empregados ou Servidores","Clássica",NA,0,"1997-09-02",25,1715,1715,0,2040513455
51489318,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","SP","www.magiscred.com.br","S5",0,17108514008,1357220590,-500603491,462389227,6378445594,"40759,74",9637136,-168596900,-191717488,1486421537,9285779607,1764812776,1764812776,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Clássica","CCC ESTADO SP - CECRESP",0,"1982-09-28",40,1662,1653,9,17108514008
1635462,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","RS","www.unicred.com.br/vtrpp","S5",12,169617952480,5670130485,-1565235356,2140680602,38393766040,"1036472,33",103659233,342046658,-599354229,4482902891,123459665773,33008514340,33008514340,"Sul","LAJEADO","Singular","Critérios de Associação Mistos – Empresários","Clássica","CCCM UNICRED CENTRAL RS",1,"1997-01-30",25,7850,6122,1728,169617952480
71479653,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","MG","www.unicredjf.com.br","S5",5,65208858575,1702684577,-495238226,544710450,10051360178,"507343,12",50734312,57921723,-221136130,1052527780,53070594720,8231693290,8231693290,"Sudeste","JUIZ DE FORA","Singular","Livre Admissão","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,"1994-01-25",28,2736,2193,543,65208858575
6975532,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO METROPOLITANA DE PORTO ALEGRE - COOPESA","RAMIRES E CIA - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES",0,"Autorizada em Atividade","RS","www.coopesa.com.br","S5",0,6669095597,402352672,-90497520,85906901,5920167687,"7917,25",5270581,-24422564,-6711605,385586956,323194707,104895869,104895869,"Sul","PORTO ALEGRE","Singular","Empresários","Clássica","CCCM DO RS, SC E PR",0,"2004-08-10",18,1308,893,415,6669095597
26758433,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PETROLEIROS NO ESTADO DE MINAS GERAIS LTDA. - COPETRO","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES",0,"Autorizada em Atividade","MG","www.copetro.org.br","S5",0,6832582068,1950851116,-125103484,125053244,NA,"4044,29",122620514,14729592,-24316203,1816738575,4843614032,1733478873,1733478873,"Sudeste","BELO HORIZONTE","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1971-03-13",51,NA,NA,NA,6832582068
7714057,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","RS","www.coopnore.com.br","S5",5,113940041017,606854770,-724940724,783597438,8721317479,"166984,44",16698444,-290760944,-216891555,897615714,104395993504,4092797953,4092797953,"Sul","PORTO ALEGRE","Singular","Atividade Profissional","Clássica","CCCM UNICRED CENTRAL RS",1,"2005-11-25",17,3476,3102,374,113940041017
69346856,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA","MOORE PRISMA AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP","www.credimogiana.com.br","S5",9,106323166484,4361422953,-1938400763,2384643679,26089100470,"2281656,44",248353507,119938607,-938438132,3044194319,74542508736,14759030613,14759030613,"Sudeste","FRANCA","Singular","Livre Admissão","Clássica","CCC ESTADO SP - CECRESP",0,"1993-01-21",29,10722,7553,3169,106323166484
62928320,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,30257808125,15534665746,-592112385,925828349,NA,NA,11031730,696741018,-228790845,14074140360,13372716488,11893256984,11893256984,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1970-10-09",52,14832,14832,0,30257808125
52137361,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE VOTORANTIM","CONTROL AUDITORIA E CONTABILIDADE",0,"Autorizada em Atividade","SP",NA,"S5",0,239900269,81051690,-9329865,9598982,NA,"473,07",2281239,-13460631,-860430,92601220,154998701,68502920,68502920,"Sudeste","VOTORANTIM","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1982-12-21",40,427,427,0,239900269
69136075,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,738071449,348976594,-33441998,41360641,91838488,"186,24",39478541,13261569,-2931671,314901166,275668319,231667297,231667297,"Sudeste","RIO CLARO","Singular","Empregados ou Servidores","Clássica",NA,0,"1992-11-23",30,367,367,0,738071449
2285107,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE CAMPINAS - COOPERUNICAMP","CONTROL AUDITORIA E CONTABILIDADE",0,"Autorizada em Atividade","SP",NA,"S5",0,4527334840,2384639674,-80371834,193383626,NA,"329,92",17745571,266387120,-84604519,2029545244,1875425019,1663441992,1663441992,"Sudeste","CAMPINAS","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1997-12-09",25,2434,2434,0,4527334840
778858,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED","HILDO JARDIM ALEGRIA",0,"Autorizada em Atividade","DF",NA,"S5",0,1494306729,491243636,-81073637,86513174,184807762,"2993,38",38354315,4945622,-6475673,371111171,727189112,622452012,622452012,"Centro-Oeste","BRASILIA","Singular","Empregados ou Servidores","Clássica",NA,0,"1995-08-29",27,5371,5350,21,1494306729
512839,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO MUNICIPIO DE SANTO ANDRÉ - SP  SICOOB CECRESA","CONTROL AUDITORIA E CONTABILIDADE",0,"Autorizada em Atividade","SP",NA,"S5",0,2309769035,811953336,-148731496,185595983,175492668,"88417,87",9230688,-55902866,-67673182,844992146,1194632887,902832987,902832987,"Sudeste","SANTO ANDRE","Singular","Empregados ou Servidores","Clássica","CCC ESTADO SP - CECRESP",0,"1995-03-03",27,710,705,5,2309769035
54190525,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DA REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE - SICOOB-CRESSEM","D'AGOSTINI CONSULTORIA E AUDITORIA S/S",0,"Autorizada em Atividade","SP","www.cressem.com.br","S5",3,44983969516,15253144981,-1575815826,2088301138,3274987600,"568787,81",76396663,781819824,-704058158,13184250479,24126260706,16240128231,16240128231,"Sudeste","SAO JOSE DOS CAMPOS","Singular","Empregados ou Servidores","Clássica","CCC ESTADO SP - CECRESP",0,"1985-01-28",37,12637,12546,91,44983969516
991739,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM - CREDISIS CREDBEM METROPOLITANA","MOORE PRISMA AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PA",NA,"S5",0,2050260888,870296391,-68708365,127860443,NA,"20518,75",28668865,30460176,-37162486,648761575,1023199568,812828560,812828560,"Norte","BELEM","Singular","Empregados ou Servidores","Clássica","CREDISIS CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.",0,"1996-01-09",26,215,215,0,2050260888
3139644,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIPAULISTA","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP","www.credipaulista.com.br","S5",0,6661124774,4984027165,-165316531,207221704,NA,"852,60",5453957,70723676,-58012902,3224341548,1215453085,854916546,854916546,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1999-04-01",23,8212,8212,0,6661124774
3639902,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO FEDERAL NO ESTADO DO ESPÍRITO SANTO - COOPSEFES","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","ES","www.coopsefes.com.br","S5",0,4555097717,1323079139,-228263612,184698324,155895429,"554564,16",86598227,-6671455,-56783712,999220228,3078417342,911014258,911014258,"Sudeste","VITORIA","Singular","Empregados ou Servidores","Clássica","CENTRAL COOPERATIVA DE CRÉDITO NO ESTADO DO ESPÍRITO SANTO",0,"2000-02-03",22,1328,1322,6,4555097717
18310649,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS EM JOÃO MONLEVADE LTDA. - COPREMON","EDIMAR WANDERLEY",1,"Autorizada em Atividade","MG",NA,"S5",0,4362092979,1343867631,-80725830,112175489,NA,"3335,87",2547657,41444722,-14837763,1132849674,2847066896,1237771327,1237771327,"Sudeste","JOAO MONLEVADE","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1976-01-09",46,1843,1843,0,4362092979
67915868,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA CIA. DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - CREDIPRODESP","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,3227330577,2111790705,-128653166,124689947,NA,NA,57480,38451681,-47375013,1988955439,1049841661,618520670,618520670,"Sudeste","TABOAO DA SERRA","Singular","Empregados ou Servidores","Capital e Empréstimo","CCC ESTADO SP - CECRESP",0,"1992-05-12",30,1175,1175,0,3227330577
7494300,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NA ÁREA DE SAÚDE, AFINS E EMPRESÁRIOS VINCULADOS À ACCI DE ERECHIM-RS-CREDISUL","MBAUDIT - AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","RS",NA,"S5",0,8021223238,223504076,-181153236,331615505,2222516722,"464302,40",46430240,-104821423,-76783788,243878800,5318323652,1982810387,1982810387,"Sul","ERECHIM","Singular","Atividade Profissional","Clássica","CCCM DO RS, SC E PR",0,"2005-07-15",17,1176,762,414,8021223238
71384697,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS DE EXTRAÇÃO DE FERRO E METAIS BÁSICOS DA REGIÃO DE CONGONHAS LTDA. - COOFERSE","ANTONIO LUCIO PEREIRA SANTOS",0,"Autorizada em Atividade","MG",NA,"S5",0,2648788351,1021372332,-60487440,57975431,NA,NA,14917757,28369971,-5224502,944458715,1569986148,573712862,573712862,"Sudeste","CONGONHAS","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1993-11-22",29,1349,1349,0,2648788351
10719496,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICA E MATERIAL ELÉTRICO DE SÃO LEOPOLDO E REGIÃO - COOPERMETAL","ANEND AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","RS",NA,"S5",0,60127828,14682260,-5293752,3778982,NA,"25033,06",2526111,-2410495,-950987,16925388,46308166,7665349,7665349,"Sul","SAO LEOPOLDO","Singular","Atividade Profissional","Capital e Empréstimo",NA,0,"2009-03-25",13,NA,NA,NA,60127828
5591437,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PÚBLICOS ATIVOS, INATIVOS E PENSIONISTAS DA ADMINISTRAÇÃO DIRETA, INDIRETA E ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO GRANDE SUL - COOPSERGS","HILDO JARDIM ALEGRIA",0,"Autorizada em Atividade","RS","coopsergs@coopsergs.com.br","S5",0,1134313383,128382424,-226430134,166202491,NA,"3121,45",5500588,-319988248,-168102184,447851861,626327277,450453460,450453460,"Sul","PORTO ALEGRE","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"2003-04-03",19,16576,16567,9,1134313383
4833655,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB METALCRED","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SP",NA,"S5",5,11332624233,4247109294,-677686229,673713235,572152977,"198102,37",19983665,78610429,-274577107,3743518938,6107061649,3372328649,3372328649,"Sudeste","SAO PAULO","Singular","Livre Admissão","Clássica","CCC ESTADO SP - CECRESP",0,"2001-11-19",21,15594,15260,334,11332624233
65560658,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB SANTA","D'AGOSTINI CONSULTORIA E AUDITORIA S/S",0,"Autorizada em Atividade","SP","www.sicoobsanta.coop.br","S5",6,8614893927,2673757664,-560100202,500377480,415119211,"148673,52",15178313,64787335,-183906667,2448450712,5199845014,2723684188,2723684188,"Sudeste",NA,NA,NA,NA,NA,0,"1991-02-26",31,NA,NA,NA,8614893927
